anio,mes,region,prov,BIOMASA,energia_gen
2023,1,BUENOS AIRES,BUENOS AIRES,True,0.0
2023,1,NOROESTE,TUCUMAN,True,0.0
2023,1,NORESTE,MISIONES,True,7.0
2023,1,NOROESTE,SALTA,True,0.0
2023,1,NORESTE,MISIONES,True,1.8
2023,1,CENTRO,CORDOBA,True,5.4
2023,1,CENTRO,CORDOBA,True,2.0
2023,1,NOROESTE,TUCUMAN,True,0.0
2023,1,CENTRO,CORDOBA,True,0.0
2023,1,NORESTE,CORRIENTES,True,25.2
2023,1,NORESTE,CHACO,True,0.0
2023,1,NORESTE,CHACO,True,6.0
2023,1,NORESTE,MISIONES,True,0.6
2023,1,NORESTE,MISIONES,True,2.2
2023,1,NORESTE,CORRIENTES,True,9.9
2023,2,NOROESTE,TUCUMAN,True,0.0
2023,2,BUENOS AIRES,BUENOS AIRES,True,0.0
2023,2,NOROESTE,TUCUMAN,True,0.0
2023,2,NORESTE,MISIONES,True,7.8
2023,2,NOROESTE,SALTA,True,0.0
2023,2,NORESTE,MISIONES,True,1.4
2023,2,CENTRO,CORDOBA,True,4.9
2023,2,CENTRO,CORDOBA,True,1.9
2023,2,NOROESTE,TUCUMAN,True,0.0
2023,2,CENTRO,CORDOBA,True,0.0
2023,2,NORESTE,CORRIENTES,True,21.4
2023,2,NORESTE,CORRIENTES,True,6.5
2023,2,NORESTE,CHACO,True,0.0
2023,2,NORESTE,CHACO,True,5.1
2023,2,NORESTE,MISIONES,True,0.5
2023,2,NORESTE,MISIONES,True,2.0
2023,3,NOROESTE,TUCUMAN,True,0.0
2023,3,BUENOS AIRES,BUENOS AIRES,True,0.0
2023,3,NOROESTE,TUCUMAN,True,0.0
2023,3,NORESTE,MISIONES,True,8.5
2023,3,NOROESTE,SALTA,True,0.0
2023,3,NORESTE,MISIONES,True,1.2
2023,3,CENTRO,CORDOBA,True,0.5
2023,3,CENTRO,CORDOBA,True,2.0
2023,3,NOROESTE,TUCUMAN,True,0.0
2023,3,CENTRO,CORDOBA,True,0.0
2023,3,NORESTE,CORRIENTES,True,21.7
2023,3,NORESTE,CORRIENTES,True,9.4
2023,3,NORESTE,CHACO,True,0.0
2023,3,NORESTE,CHACO,True,6.5
2023,3,NORESTE,MISIONES,True,0.6
2023,3,NORESTE,MISIONES,True,2.2
2023,4,NOROESTE,TUCUMAN,True,0.0
2023,4,BUENOS AIRES,BUENOS AIRES,True,0.0
2023,4,NOROESTE,TUCUMAN,True,0.0
2023,4,NORESTE,MISIONES,True,8.5
2023,4,NOROESTE,SALTA,True,0.0
2023,4,NORESTE,MISIONES,True,1.8
2023,4,CENTRO,CORDOBA,True,0.4
2023,4,CENTRO,CORDOBA,True,1.8
2023,4,NOROESTE,TUCUMAN,True,0.0
2023,4,CENTRO,CORDOBA,True,0.0
2023,4,NORESTE,CORRIENTES,True,24.4
2023,4,NORESTE,CORRIENTES,True,9.2
2023,4,NORESTE,CHACO,True,0.0
2023,4,NORESTE,CHACO,True,5.9
2023,4,NORESTE,MISIONES,True,0.7
2023,4,NORESTE,MISIONES,True,2.1
2023,5,NOROESTE,TUCUMAN,True,0.0
2023,5,BUENOS AIRES,BUENOS AIRES,True,0.0
2023,5,NOROESTE,TUCUMAN,True,1.0
2023,5,NORESTE,MISIONES,True,5.6
2023,5,NOROESTE,SALTA,True,0.0
2023,5,NORESTE,MISIONES,True,1.7
2023,5,CENTRO,CORDOBA,True,4.9
2023,5,CENTRO,CORDOBA,True,2.2
2023,5,NOROESTE,TUCUMAN,True,0.0
2023,5,CENTRO,CORDOBA,True,0.0
2023,5,NORESTE,CORRIENTES,True,25.1
2023,5,NORESTE,CORRIENTES,True,9.5
2023,5,NORESTE,CHACO,True,0.1
2023,5,NORESTE,CHACO,True,5.7
2023,5,NORESTE,MISIONES,True,0.8
2023,5,NORESTE,MISIONES,True,2.2
2023,6,NOROESTE,TUCUMAN,True,0.2
2023,6,BUENOS AIRES,BUENOS AIRES,True,0.0
2023,6,NOROESTE,TUCUMAN,True,1.8
2023,6,NORESTE,MISIONES,True,8.1
2023,6,NOROESTE,SALTA,True,5.1
2023,6,NORESTE,MISIONES,True,1.3
2023,6,CENTRO,CORDOBA,True,5.6
2023,6,CENTRO,CORDOBA,True,2.2
2023,6,NOROESTE,TUCUMAN,True,0.3
2023,6,CENTRO,CORDOBA,True,0.0
2023,6,NORESTE,CORRIENTES,True,20.6
2023,6,NORESTE,CORRIENTES,True,8.9
2023,6,NORESTE,CHACO,True,0.1
2023,6,NORESTE,CHACO,True,1.2
2023,6,NORESTE,MISIONES,True,0.5
2023,6,NORESTE,MISIONES,True,1.1
