,anio,central,central_des,maquina,fuente_de,region,prov,mes,energia_gen
10196,2021,LOM4EO,L.BLANC 4 ENARS,LOM4EO,EOLICO,PATAGONIA,CHUBUT,2,11.1
10197,2021,LQUIHI,LOS QUIROGA,LQUIHI,HIDRO <=50MW,NOROESTE,SANTIAGO DEL ESTERO,2,0.4
10198,2021,LUJAHI,PAH LUJANITA EN,LUJAHI,HIDRO <=50MW,CUYO,MENDOZA,2,0.3
10199,2021,LVINHI,LA VINIA,LVINHI,HIDRO <=50MW,CENTRO,CORDOBA,2,0.0
10200,2021,NECOEO,NECOCHEA EOLICO,NECOEO,EOLICO,BUENOS AIRES,BUENOS AIRES,2,0.0
10201,2021,NIDE,NIDEA JUNIN,NIDETV,BIOMASA,BUENOS AIRES,BUENOS AIRES,2,0.0
10202,2021,NIH4HI,NIHUIL 4,NIH4HI,HIDRO <=50MW,CUYO,MENDOZA,2,0.5
10203,2021,PMORHI,PIEDRAS MORAS,PMORHI,HIDRO <=50MW,CENTRO,CORDOBA,2,0.7
10204,2021,PROV,LA PROVIDENCIA,PROVTV01,BIOMASA,NOROESTE,TUCUMAN,2,0.0
10205,2021,PUPI,A.P. PTO PIRAY,PUPITV01,BIOMASA,NORESTE,MISIONES,2,6.6
10206,2021,PVIEHI,PUEBLO VIEJO,PVIEHI,HIDRO <=50MW,NOROESTE,TUCUMAN,2,6.8
10207,2021,QULLHI,QUEBRADA ULLUM,QULLHI,HIDRO <=50MW,CUYO,SAN JUAN,2,3.2
10208,2021,RAW1EO,RAWSONI  ENARSA,RAW1EO,EOLICO,PATAGONIA,CHUBUT,2,13.1
10209,2021,RAW2EO,RAWSONII ENARSA,RAW2EO,EOLICO,PATAGONIA,CHUBUT,2,8.3
10210,2021,REOLHI,BENJAMIN REOLIN,REOLHI,HIDRO <=50MW,CENTRO,CORDOBA,2,13.9
10211,2021,RHONHI,RIO HONDO,RHONHI,HIDRO <=50MW,NOROESTE,SANTIAGO DEL ESTERO,2,9.7
10212,2021,ROMEHI,JULIAN ROMERO,ROMEHI,HIDRO <=50MW,COMAHUE,RIO NEGRO,2,1.7
10213,2021,RREYHI,RIO REYES,RREYHI,HIDRO <=50MW,NOROESTE,JUJUY,2,2.7
10214,2021,SALOHI,SALTO D LA LOMA,SALOHI,HIDRO <=50MW,CUYO,SAN JUAN,2,0.2
10215,2021,SANDHI,SALTO ANDERSEN,SANDHI,HIDRO <=50MW,COMAHUE,RIO NEGRO,2,2.6
10216,2021,SGUIHI,MCH S.GUILLERMO,SGUIHI,HIDRO <=50MW,CUYO,SAN JUAN,2,0.0
10217,2021,SJUAFV,S.JUAN I FOTOVO,SJUAFV,SOLAR,CUYO,SAN JUAN,2,0.2
10218,2021,SMAN,S.MARTIN NORTE,SMANDI01,BIOGAS,GRAN BS.AS.,BUENOS AIRES,2,3.4
10219,2021,SMARHI,CH SAN MARTIN,SMARHI,HIDRO <=50MW,CUYO,MENDOZA,2,1.0
10220,2021,SMIG,S.MIGUEL Norte,SMIGDI01,BIOGAS,GRAN BS.AS.,BUENOS AIRES,2,4.5
10221,2021,SROQHI,SAN ROQUE,SROQHI,HIDRO <=50MW,CENTRO,CORDOBA,2,3.8
10222,2021,TABA,SMARTIN TABACAL,TABATV01,BIOMASA,NOROESTE,SALTA,2,0.0
10223,2021,TORDEO,EL TORDILLO,TORDEO,EOLICO,PATAGONIA,CHUBUT,2,0.0
10224,2021,TUNAHI,EL TUNAL,TUNAHI,HIDRO <=50MW,NOROESTE,SALTA,2,2.9
10225,2021,ULLUHI,ULLUM,ULLUHI,HIDRO <=50MW,CUYO,SAN JUAN,2,11.4
10226,2021,YANQ,CB YANQUETRUZ,YANQDI01,BIOGAS,CENTRO,SAN LUIS,2,0.5
10227,2021,JUMEEO,EOLICO EL JUME,JUMEEO,EOLICO,NOROESTE,SANTIAGO DEL ESTERO,2,0.7
10228,2021,BRC1,BIO R. CUARTO 1,BRC1DI01,BIOGAS,CENTRO,CORDOBA,2,1.3
10229,2021,RESCHI,H RIO ESCONDIDO,RESCHI,HIDRO <=50MW,COMAHUE,RIO NEGRO,2,0.6
10230,2021,PESP,AG PTO ESPERANZA (ECO-ENERGíA S.A.),PESPTV01,BIOMASA,NORESTE,MISIONES,2,1.6
10231,2021,RAW3EO,RAWSON 3 EOLICO,RAW3EO,EOLICO,PATAGONIA,CHUBUT,2,8.0
10232,2021,SPEV,SAN PEDRO VERDE,SPEVDI01,BIOGAS,LITORAL,SANTA FE,2,0.9
10233,2021,CORTEO,P.E. Corti,CORTEO,EOLICO,BUENOS AIRES,BUENOS AIRES,2,24.6
10234,2021,PROD,C.T. PRODEMAN BIOENERGIA,PRODTV01,BIOMASA,CENTRO,CORDOBA,2,5.0
10235,2021,MANAEO,MANANTIALES BEHR (YPF),MANAEO,EOLICO,PATAGONIA,CHUBUT,2,32.0
10236,2021,CALOFV,P.S. Caldenes del Oeste,CALOFV,SOLAR,CENTRO,SAN LUIS,2,5.9
10237,2021,LCASEO,P.E. La Castellana,LCASEO,EOLICO,BUENOS AIRES,BUENOS AIRES,2,25.0
10238,2021,SJU2FV,SAN JUAN I FV,SJU2FV,SOLAR,CUYO,SAN JUAN,2,0.1
10239,2021,ACHIEO,CP Achiras S.A.U.,ACHIEO,EOLICO,CENTRO,CORDOBA,2,9.8
10240,2021,CUMBFV,Pque. Solar FV La Cumbre,CUMBFV,SOLAR,CENTRO,SAN LUIS,2,5.5
10241,2021,LLOMFV,Parque Solar Las Lomitas ( AGNISOLAR),LLOMFV,SOLAR,CUYO,SAN JUAN,2,0.4
10242,2021,GARAEO,P.E. Garayalde,GARAEO,EOLICO,PATAGONIA,CHUBUT,2,7.0
10243,2021,CHEPFV,Parque Solar Chepes,CHEPFV,SOLAR,NOROESTE,LA RIOJA,2,0.2
10244,2021,BRC2,C.T. BIOELECTRICA RIO CUARTO 2,BRC2DI01,BIOGAS,CENTRO,CORDOBA,2,0.8
10245,2021,PMA1EO,Puerto Madryn I,PMA1EO,EOLICO,PATAGONIA,CHUBUT,2,24.8
10246,2021,NONOFV,Parque Solar  Nonogasta,NONOFV,SOLAR,NOROESTE,LA RIOJA,2,6.9
10247,2021,TICI,C.T. TICINO BIOMASA S.A.,TICITV01,BIOMASA,CENTRO,CORDOBA,2,1.9
10248,2021,VLONEO,EÓLICO VILLALONGA GENNEIA,VLONEO,EOLICO,BUENOS AIRES,BUENOS AIRES,2,17.4
10249,2021,CHNOEO,Parque eólico Chubut norte,CHNOEO,EOLICO,PATAGONIA,CHUBUT,2,10.6
10250,2021,SAUJFV,Parque Solar  Saujil,SAUJFV,SOLAR,NOROESTE,CATAMARCA,2,5.3
10251,2021,ULN1FV,P.S. Ullúm N1,ULN1FV,SOLAR,CUYO,SAN JUAN,2,5.3
10252,2021,ULN2FV,P.S. Ullúm N2,ULN2FV,SOLAR,CUYO,SAN JUAN,2,5.5
10253,2021,ULL3FV,P.S. Ullúm N3,ULL3FV,SOLAR,CUYO,SAN JUAN,2,7.0
10254,2021,VLO2EO,EÓLICO VILLALONGA II GENNEIA,VLO2EO,EOLICO,BUENOS AIRES,BUENOS AIRES,2,1.1
10255,2021,BANDEO,La Banderita,BANDEO,EOLICO,BUENOS AIRES,LA PAMPA,2,11.6
10256,2021,IGLEFV,PQUE FOTOV. CORDILLERA SOLAR,IGLEFV,SOLAR,CUYO,SAN JUAN,2,19.1
10257,2021,BRC2,C.T. BIOELECTRICA RIO CUARTO 2,BRC2DI02,BIOGAS,CENTRO,CORDOBA,2,0.6
10258,2021,ALU1EO,Parque eólico ALUAR I,ALU1EO,EOLICO,PATAGONIA,CHUBUT,2,24.0
10259,2021,AVEL,BIOGAS CT AVELLANEDA SECCO,AVELDI01,BIOGAS,LITORAL,SANTA FE,2,3.2
10260,2021,DIA2EO,P.EOLICO DIADEMA 2,DIA2EO,EOLICO,PATAGONIA,CHUBUT,2,5.9
10261,2021,ENRS,BIOGAS RS CT ENSENADA SECCO,ENRSDI01,BIOGAS,BUENOS AIRES,BUENOS AIRES,2,2.5
10262,2021,LLANFV,PQUE SOLAR PQUE DE LOS LLANOS,LLANFV,SOLAR,NOROESTE,LA RIOJA,2,3.4
10263,2021,CUM2FV,PQUE FOTOV.LA CUMBRE 2 MATER,CUM2FV,SOLAR,CENTRO,SAN LUIS,2,0.9
10264,2021,BICEEO,PARQUE EOLICO BICENTENARIO S.A.,BICEEO,EOLICO,PATAGONIA,SANTA CRUZ,2,32.9
10265,2021,TINOFV,Parque Solar Tinogasta I,TINOFV,SOLAR,NOROESTE,CATAMARCA,2,3.1
10266,2021,TIN2FV,Parque Solar Tinogasta II,TIN2FV,SOLAR,NOROESTE,CATAMARCA,2,1.4
10267,2021,BIC2EO,P.EOLICO BICENTENARIO 2,BIC2EO,EOLICO,PATAGONIA,SANTA CRUZ,2,8.0
10268,2021,PAMEEO,Parque Eólico Pampa Energía (MATER),PAMEEO,EOLICO,BUENOS AIRES,BUENOS AIRES,2,15.3
10269,2021,BAHIEO,Parques Eólicos del Fin del Mundo SA,BAHIEO,EOLICO,BUENOS AIRES,BUENOS AIRES,2,18.3
10270,2021,POM1EO,Parque Eólico POMONA I,POM1EO,EOLICO,COMAHUE,RIO NEGRO,2,22.7
10271,2021,ULL4FV,P.S. Ullúm 4,ULL4FV,SOLAR,CUYO,SAN JUAN,2,3.0
10272,2021,PMA2EO,Puerto Madryn II,PMA2EO,EOLICO,PATAGONIA,CHUBUT,2,50.2
10273,2021,CAFAFV,Proyecto Solar FV Cafayate,CAFAFV,SOLAR,NOROESTE,SALTA,2,16.4
10274,2021,POM2EO,Parque Eólico POMONA II,POM2EO,EOLICO,COMAHUE,RIO NEGRO,2,2.9
10275,2021,PASIFV,Planta Fotovoltaica PASIP,PASIFV,SOLAR,CUYO,MENDOZA,2,0.2
10276,2021,LCA2EO,Parque Eólico La Castellana II,LCA2EO,EOLICO,BUENOS AIRES,BUENOS AIRES,2,3.3
10277,2021,UL42FV,P.S. Ullúm 4 ampliación Mater,UL42FV,SOLAR,CUYO,SAN JUAN,2,1.5
10278,2021,ALUAEO,Parque eólico autogeneración ALUAR,ALUAEO,EOLICO,PATAGONIA,CHUBUT,2,33.1
10279,2021,BRC1,C.BIOELECT.R.CUARTO1 REN2,BRC1DI02,BIOGAS,CENTRO,CORDOBA,2,0.8
10280,2021,CITR,BIOGAS CTBG CITRUSVIL-ALCOVIL,CITRDI01,BIOGAS,NOROESTE,TUCUMAN,2,0.0
10281,2021,GNV1EO,P.EOLICO LA GENOVEVA I REN2,GNV1EO,EOLICO,BUENOS AIRES,BUENOS AIRES,2,24.1
10282,2021,LEAL,CTBM INGENIO LEALES,LEALTV01,BIOMASA,NOROESTE,TUCUMAN,2,0.0
10283,2021,GNV2EO,P.EOLICO LA GENOVEVA II MATER,GNV2EO,EOLICO,BUENOS AIRES,BUENOS AIRES,2,11.6
10284,2021,FIAMFV,PQUE SOLAR FIAMBALA,FIAMFV,SOLAR,NOROESTE,CATAMARCA,2,2.7
10285,2021,CSOLFV,PQUE FOTOV.CERROS DEL SOL,CSOLFV,SOLAR,CENTRO,SAN LUIS,2,0.9
10286,2021,EN1MEO,P.EOLICO LA ENERGETICA MATER,EN1MEO,EOLICO,BUENOS AIRES,BUENOS AIRES,2,5.4
10287,2021,GRIOEO,P.EOLICO GARCIA DEL RIO,GRIOEO,EOLICO,BUENOS AIRES,BUENOS AIRES,2,2.9
10288,2021,MANQEO,P.EOLICO MANQUE MATER,MANQEO,EOLICO,CENTRO,CORDOBA,2,12.0
10289,2021,AR21EO,P.EOLICO V ARAUCO II RENOV 1,AR21EO,EOLICO,NOROESTE,LA RIOJA,2,31.6
10290,2021,ENE1EO,P.EOLICO LA ENERGETICA Renov2,ENE1EO,EOLICO,BUENOS AIRES,BUENOS AIRES,2,19.6
10291,2021,SJMTEO,P.EOLICO MATACO 3 PICOS,SJMTEO,EOLICO,BUENOS AIRES,BUENOS AIRES,2,57.6
10292,2021,SPUNFV,PQUE SOLAR FTV DE LA PUNTA,SPUNFV,SOLAR,CENTRO,SAN LUIS,2,0.9
10293,2021,TSANFV,AGRITUR SAN LUIS S.A.,TSANFV,SOLAR,CENTRO,SAN LUIS,2,0.1
10294,2021,GIG1,BIOGAS CTBG GIGENA I,GIG1DI01,BIOGAS,CENTRO,CORDOBA,2,0.5
10295,2021,PERG,BIOGAS CTBG PERGAMINO,PERGDI01,BIOGAS,BUENOS AIRES,BUENOS AIRES,2,0.3
10296,2021,JUNT,CTBM. GENERACIÓN LAS JUNTURAS,JUNTDI01,BIOMASA,CENTRO,CORDOBA,2,0.0
10297,2021,LOM2EO,P.EOLICO LOMA BLANCA 2,LOM2EO,EOLICO,PATAGONIA,CHUBUT,2,20.6
10298,2021,NEC1EO,P.EOLICO VIENTOS DE NECOCHEA,NEC1EO,EOLICO,BUENOS AIRES,BUENOS AIRES,2,11.2
10299,2021,TBENHI,PAH DIQUE TIBURCIO BENEGAS,TBENHI,HIDRO <=50MW,CUYO,MENDOZA,2,0.2
10300,2021,JDAR,BIOGAS CTBG JUSTO DARACT,JDARDI01,BIOGAS,CENTRO,SAN LUIS,2,0.6
10301,2021,DIAGFV,PQUE SOLAR FTV LOS DIAGUITAS,DIAGFV,SOLAR,CUYO,SAN JUAN,2,0.5
10302,2021,SANDFV,PQUE FOTOV.SOLAR DE LOS ANDES,SANDFV,SOLAR,CUYO,MENDOZA,2,1.2
10303,2021,OLIVEO,P.EOLICO LOS OLIVOS MATER,OLIVEO,EOLICO,CENTRO,CORDOBA,2,5.9
10304,2021,LUNLHI,PAH LUNLUNTA - [EMESA],LUNLHI,HIDRO <=50MW,CUYO,MENDOZA,2,1.3
10305,2021,ANPCFV,PQUE SOLAR ANCHIPURAC MATER,ANPCFV,SOLAR,CUYO,SAN JUAN,2,0.6
10306,2021,TIGO,BIOGAS CTBG TIGONBU,TIGODI01,BIOGAS,CENTRO,SAN LUIS,2,0.6
10307,2021,VROS,BIOGAS CTBG VILLA DEL ROS. CGY,VROSDI01,BIOGAS,CENTRO,CORDOBA,2,0.6
10308,2021,NEU1EO,P. E. VIENTOS NEUQUINOS I,NEU1EO,EOLICO,COMAHUE,NEUQUÉN,2,22.8
10309,2021,TAMBFV,P. S. TAMBERÍAS,TAMBFV,SOLAR,CUYO,SAN JUAN,2,0.8
10310,2021,GARR,C.T. BIOMASICA GARRUCHOS,GARRTV01,BIOMASA,NORESTE,CORRIENTES,2,18.5
10311,2021,BSRO,CT BIOMASA SANTA ROSA CORRIENT,BSROTV01,BIOMASA,NORESTE,CORRIENTES,2,9.7
10312,2021,CHN2EO,PE. CHUBUT NORTE II,CHN2EO,EOLICO,PATAGONIA,CHUBUT,2,1.6
10313,2021,PACU,PACUCA BIO ENERGÍA,PACUDI01,BIOGAS,BUENOS AIRES,BUENOS AIRES,2,0.2
10314,2021,TSAUHI,Triple Salto,TSAUHI,HIDRO <=50MW,CUYO,MENDOZA,2,0.1
10315,2021,GALV,BIOELÉCTRICA GENERAL ALVEAR S.A.,GALVDI01,BIOGAS,BUENOS AIRES,BUENOS AIRES,2,0.2
10316,2021,VTBG,Central Térmica a Biogás VENADO TUERTO,VTBGDI01,BIOGAS,LITORAL,SANTA FE,2,0.4
10317,2021,CAU1FV,Parque Solar Fotovoltaico CAUCHARI I,CAU1FV,SOLAR,NOROESTE,JUJUY,2,22.7
10318,2021,CAU2FV,Parque Solar Fotovoltaico CAUCHARI II,CAU2FV,SOLAR,NOROESTE,JUJUY,2,23.2
10319,2021,CAU3FV,Parque Solar Fotovoltaico CAUCHARI III,CAU3FV,SOLAR,NOROESTE,JUJUY,2,23.9
10320,2021,MIRAEO,PE. MIRAMAR,MIRAEO,EOLICO,BUENOS AIRES,BUENOS AIRES,2,24.9
10321,2021,TEROEO,Parque Eólico LOS TEROS,TEROEO,EOLICO,BUENOS AIRES,BUENOS AIRES,2,34.9
10322,2021,CHN4EO,PE. CHUBUT NORTE IV,CHN4EO,EOLICO,PATAGONIA,CHUBUT,2,17.2
10323,2021,GUA6HI,PAH. CANAL CACIQUE GUAYMALLÉN - SALTO 6,GUA6HI01,HIDRO <=50MW,CUYO,MENDOZA,2,0.3
10324,2021,GUA8HI,PAH. CANAL CACIQUE GUAYMALLÉN - SALTO 8,GUA8HI01,HIDRO <=50MW,CUYO,MENDOZA,2,0.3
10325,2021,GUA7HI,PAH. CANAL CACIQUE GUAYMALLÉN - SALTO 7,GUA7HI01,HIDRO <=50MW,CUYO,MENDOZA,2,0.3
10326,2021,VSECEO,PE. VIENTOS DEL SECANO,VSECEO,EOLICO,BUENOS AIRES,BUENOS AIRES,2,13.9
10327,2021,MAL1EO,EOLICO MALASPINA I,MAL1EO,EOLICO,PATAGONIA,CHUBUT,2,11.3
10328,2021,ESCO,CTBM. LA ESCONDIDA,ESCOTV01,BIOMASA,NORESTE,CHACO,2,1.8
10329,2021,GUAT,C.T. ENRECO GUATIMOZIN,GUATDI01,BIOGAS,CENTRO,CORDOBA,2,0.5
10330,2021,YAN2,C.T. YANQUETRUZ II,YAN2DI01,BIOGAS,CENTRO,SAN LUIS,2,0.0
10331,2021,PMIS,CTBM PAPEL MISIONERO,PMISTV01,BIOMASA,NORESTE,MISIONES,2,0.2
10332,2021,LOM1EO,P.EOLICO LOMA BLANCA 1,LOM1EO,EOLICO,PATAGONIA,CHUBUT,2,20.2
10333,2021,LOM3EO,P.EOLICO LOMA BLANCA 3,LOM3EO,EOLICO,PATAGONIA,CHUBUT,2,20.8
10334,2021,SCAB,CT BIOGENERADORA SANTA CATALINA,SCABDI01,BIOGAS,CENTRO,CORDOBA,2,0.9
10335,2021,LHEREO,PARQUE EÓLICO HÉRCULES,LHEREO,EOLICO,PATAGONIA,SANTA CRUZ,2,13.9
10336,2021,CHN3EO,PE. CHUBUT NORTE III,CHN3EO,EOLICO,PATAGONIA,CHUBUT,2,9.2
10338,2021,AESP,AES PARANA,AESPCC01,BIODIESEL,LITORAL,BUENOS AIRES,2,0.0
10339,2021,AESP,AES PARANA,AESPCC02,BIODIESEL,LITORAL,BUENOS AIRES,2,0.0
10340,2021,CACVHI,C.H.CACHEUTA VI,CACVHI,HIDRO <=50MW,CUYO,MENDOZA,2,0.0
10341,2021,DSUD,DOCK SUD,DSUDCC09,BIODIESEL,GRAN BS.AS.,BUENOS AIRES,2,0.0
10342,2021,DSUD,DOCK SUD,DSUDCC10,BIODIESEL,GRAN BS.AS.,BUENOS AIRES,2,0.0
10343,2021,LDCU,LUJAN DE CUYO,LDCUCC21,BIODIESEL,CUYO,MENDOZA,2,0.0
10344,2021,LDCU,LUJAN DE CUYO,LDCUCC22,BIODIESEL,CUYO,MENDOZA,2,0.0
10345,2021,NPUE,NUEVO PUERTO,CEPUCC11,BIODIESEL,GRAN BS.AS.,BUENOS AIRES,2,0.0
10346,2021,NPUE,NUEVO PUERTO,CEPUCC12,BIODIESEL,GRAN BS.AS.,BUENOS AIRES,2,0.0
10347,2021,PNUE,PUERTO NUEVO,PNUETV07,BIODIESEL,GRAN BS.AS.,BUENOS AIRES,2,0.0
10348,2021,PNUE,PUERTO NUEVO,PNUETV09,BIODIESEL,GRAN BS.AS.,BUENOS AIRES,2,0.0
10349,2021,SARC,SARMIENTO SJ,SARCTG22,BIODIESEL,CUYO,SAN JUAN,2,0.0
10350,2021,SARC,SARMIENTO SJ,SARCTG21,BIODIESEL,CUYO,SAN JUAN,2,0.0
10351,2021,SARC,SARMIENTO SJ,SARCTG23,BIODIESEL,CUYO,SAN JUAN,2,0.0
10352,2021,SEMIHI,SEMINO,SEMINO,HIDRO <=50MW,LITORAL,SANTA FE,2,0.0
10353,2021,SNIC,SAN NICOLAS,SNICTG01,BIODIESEL,LITORAL,BUENOS AIRES,2,0.0
10354,2021,TIMB,CT TIMBUES (GSMA),TIMBCC02,BIODIESEL,LITORAL,SANTA FE,2,0.0
10355,2021,AMEGHI,F. AMEGHINO,AMEGHI,HIDRO <=50MW,PATAGONIA,CHUBUT,3,9.7
10356,2021,ARA2EO,ARAUCO EOLICO 2,ARA2EO,EOLICO,NOROESTE,LA RIOJA,3,3.5
10357,2021,ARAUEO,ARAUCO EOLICO,ARAUEO,EOLICO,NOROESTE,LA RIOJA,3,5.8
10358,2021,CADIHI,CADILLAL,CADIHI,HIDRO <=50MW,NOROESTE,TUCUMAN,3,8.3
10359,2021,CALEHI,LA CALERA,CALEHI,HIDRO <=50MW,CENTRO,CORDOBA,3,0.0
10360,2021,CARRHI,CH CARRIZAL,CARRHI,HIDRO <=50MW,CUYO,MENDOZA,3,2.8
10361,2021,CASSHI,CASSAFOUSTH,CASSHI,HIDRO <=50MW,CENTRO,CORDOBA,3,8.2
10362,2021,CEJEHI,CRUZ DEL EJE,CEJEHI,HIDRO <=50MW,CENTRO,CORDOBA,3,0.1
10363,2021,CESPHI,CESPEDES,CESPHI,HIDRO <=50MW,COMAHUE,RIO NEGRO,3,3.0
10364,2021,CHI1FV,CHIMBE 1 FOTOVO,CHI1FV,SOLAR,CUYO,SAN JUAN,3,0.5
10365,2021,CIPOHI,CIPOLLETTI,CIPOHI,HIDRO <=50MW,COMAHUE,RIO NEGRO,3,3.6
10366,2021,COROHI,CH LS CORONELES,COROHI,HIDRO <=50MW,CUYO,MENDOZA,3,1.9
10367,2021,CVIEHI,CTA. DEL VIENTO,CVIEHI,HIDRO <=50MW,CUYO,SAN JUAN,3,1.4
10368,2021,DIADEO,DIADEMA EOLICO,DIADEO,EOLICO,PATAGONIA,CHUBUT,3,1.9
10369,2021,ESCAHI,ESCABA,ESCAHI,HIDRO <=50MW,NOROESTE,TUCUMAN,3,12.4
10370,2021,ETIGHI,EL TIGRE,ETIGHI,HIDRO <=50MW,CUYO,MENDOZA,3,2.9
10371,2021,FSIMHI,FITZ SIMON,FSIMHI,HIDRO <=50MW,CENTRO,CORDOBA,3,7.1
10372,2021,HON1FV,C.HOND 1 FOTOVO,HON1FV,SOLAR,CUYO,SAN JUAN,3,0.4
10373,2021,HON2FV,C.HOND 2 FOTOVO,HON2FV,SOLAR,CUYO,SAN JUAN,3,0.6
10374,2021,HON3FV,C.HOND 3 FOTOVO,HON3FV,SOLAR,CUYO,SAN JUAN,3,0.0
10375,2021,ISBA,ING.STA.BARBARA,ISBATV01,BIOMASA,NOROESTE,TUCUMAN,3,0.0
10376,2021,LDCUHI,PAH L.D.CUYO,LDCUHI,HIDRO <=50MW,CUYO,MENDOZA,3,0.7
10377,2021,LMADHI,LAS MADERAS,LMADHI,HIDRO <=50MW,NOROESTE,JUJUY,3,4.3
10378,2021,LMO2HI,LOS MOLINOS 2,LMO2HI,HIDRO <=50MW,CENTRO,CORDOBA,3,2.7
10379,2021,LOM4EO,L.BLANC 4 ENARS,LOM4EO,EOLICO,PATAGONIA,CHUBUT,3,11.5
10380,2021,LQUIHI,LOS QUIROGA,LQUIHI,HIDRO <=50MW,NOROESTE,SANTIAGO DEL ESTERO,3,0.8
10381,2021,LUJAHI,PAH LUJANITA EN,LUJAHI,HIDRO <=50MW,CUYO,MENDOZA,3,0.3
10382,2021,LVINHI,LA VINIA,LVINHI,HIDRO <=50MW,CENTRO,CORDOBA,3,0.0
10383,2021,NECOEO,NECOCHEA EOLICO,NECOEO,EOLICO,BUENOS AIRES,BUENOS AIRES,3,0.0
10384,2021,NIDE,NIDEA JUNIN,NIDETV,BIOMASA,BUENOS AIRES,BUENOS AIRES,3,0.0
10385,2021,NIH4HI,NIHUIL 4,NIH4HI,HIDRO <=50MW,CUYO,MENDOZA,3,2.0
10386,2021,PMORHI,PIEDRAS MORAS,PMORHI,HIDRO <=50MW,CENTRO,CORDOBA,3,1.4
10387,2021,PROV,LA PROVIDENCIA,PROVTV01,BIOMASA,NOROESTE,TUCUMAN,3,0.0
10388,2021,PUPI,A.P. PTO PIRAY,PUPITV01,BIOMASA,NORESTE,MISIONES,3,7.2
10389,2021,PVIEHI,PUEBLO VIEJO,PVIEHI,HIDRO <=50MW,NOROESTE,TUCUMAN,3,6.9
10390,2021,QULLHI,QUEBRADA ULLUM,QULLHI,HIDRO <=50MW,CUYO,SAN JUAN,3,0.0
10391,2021,RAW1EO,RAWSONI  ENARSA,RAW1EO,EOLICO,PATAGONIA,CHUBUT,3,14.3
10392,2021,RAW2EO,RAWSONII ENARSA,RAW2EO,EOLICO,PATAGONIA,CHUBUT,3,9.4
10393,2021,REOLHI,BENJAMIN REOLIN,REOLHI,HIDRO <=50MW,CENTRO,CORDOBA,3,12.2
10394,2021,RHONHI,RIO HONDO,RHONHI,HIDRO <=50MW,NOROESTE,SANTIAGO DEL ESTERO,3,11.8
10395,2021,ROMEHI,JULIAN ROMERO,ROMEHI,HIDRO <=50MW,COMAHUE,RIO NEGRO,3,2.2
10396,2021,RREYHI,RIO REYES,RREYHI,HIDRO <=50MW,NOROESTE,JUJUY,3,2.6
10397,2021,SALOHI,SALTO D LA LOMA,SALOHI,HIDRO <=50MW,CUYO,SAN JUAN,3,0.2
10398,2021,SANDHI,SALTO ANDERSEN,SANDHI,HIDRO <=50MW,COMAHUE,RIO NEGRO,3,2.7
10399,2021,SGUIHI,MCH S.GUILLERMO,SGUIHI,HIDRO <=50MW,CUYO,SAN JUAN,3,0.0
10400,2021,SJUAFV,S.JUAN I FOTOVO,SJUAFV,SOLAR,CUYO,SAN JUAN,3,0.2
10401,2021,SMAN,S.MARTIN NORTE,SMANDI01,BIOGAS,GRAN BS.AS.,BUENOS AIRES,3,3.7
10402,2021,SMARHI,CH SAN MARTIN,SMARHI,HIDRO <=50MW,CUYO,MENDOZA,3,1.3
10403,2021,SMIG,S.MIGUEL Norte,SMIGDI01,BIOGAS,GRAN BS.AS.,BUENOS AIRES,3,4.9
10404,2021,SROQHI,SAN ROQUE,SROQHI,HIDRO <=50MW,CENTRO,CORDOBA,3,7.9
10405,2021,TABA,SMARTIN TABACAL,TABATV01,BIOMASA,NOROESTE,SALTA,3,0.0
10406,2021,TORDEO,EL TORDILLO,TORDEO,EOLICO,PATAGONIA,CHUBUT,3,0.0
10407,2021,TUNAHI,EL TUNAL,TUNAHI,HIDRO <=50MW,NOROESTE,SALTA,3,3.8
10408,2021,ULLUHI,ULLUM,ULLUHI,HIDRO <=50MW,CUYO,SAN JUAN,3,4.6
10409,2021,YANQ,CB YANQUETRUZ,YANQDI01,BIOGAS,CENTRO,SAN LUIS,3,0.4
10410,2021,JUMEEO,EOLICO EL JUME,JUMEEO,EOLICO,NOROESTE,SANTIAGO DEL ESTERO,3,0.6
10411,2021,BRC1,BIO R. CUARTO 1,BRC1DI01,BIOGAS,CENTRO,CORDOBA,3,1.5
10412,2021,RESCHI,H RIO ESCONDIDO,RESCHI,HIDRO <=50MW,COMAHUE,RIO NEGRO,3,0.0
10413,2021,PESP,AG PTO ESPERANZA (ECO-ENERGíA S.A.),PESPTV01,BIOMASA,NORESTE,MISIONES,3,1.8
10414,2021,RAW3EO,RAWSON 3 EOLICO,RAW3EO,EOLICO,PATAGONIA,CHUBUT,3,9.3
10415,2021,SPEV,SAN PEDRO VERDE,SPEVDI01,BIOGAS,LITORAL,SANTA FE,3,1.0
10416,2021,CORTEO,P.E. Corti,CORTEO,EOLICO,BUENOS AIRES,BUENOS AIRES,3,26.5
10417,2021,PROD,C.T. PRODEMAN BIOENERGIA,PRODTV01,BIOMASA,CENTRO,CORDOBA,3,5.6
10418,2021,MANAEO,MANANTIALES BEHR (YPF),MANAEO,EOLICO,PATAGONIA,CHUBUT,3,41.7
10419,2021,CALOFV,P.S. Caldenes del Oeste,CALOFV,SOLAR,CENTRO,SAN LUIS,3,5.0
10420,2021,LCASEO,P.E. La Castellana,LCASEO,EOLICO,BUENOS AIRES,BUENOS AIRES,3,34.1
