,anio,central,central_des,maquina,fuente_de,region,prov,mes,energia_gen
1847,2013,SMAN,S.MARTIN NORTE,SMANDI01,BIOGAS,GRAN BS.AS.,BUENOS AIRES,9,2.8
1848,2013,SMARHI,CH SAN MARTIN,SMARHI,HIDRO <=50MW,CUYO,MENDOZA,9,2.1
1849,2013,SMIG,S.MIGUEL Norte,SMIGDI01,BIOGAS,GRAN BS.AS.,BUENOS AIRES,9,5.7
1850,2013,SNIC,SAN NICOLAS,SNICTG01,BIODIESEL,LITORAL,BUENOS AIRES,9,0.0
1851,2013,SROQHI,SAN ROQUE,SROQHI,HIDRO <=50MW,CENTRO,CORDOBA,9,4.2
1852,2013,TABA,SMARTIN TABACAL,TABATV01,BIOMASA,NOROESTE,SALTA,9,7.7
1853,2013,TIMB,CT TIMBUES (GSMA),TIMBCC02,BIODIESEL,LITORAL,SANTA FE,9,0.0
1854,2013,TORDEO,EL TORDILLO,TORDEO,EOLICO,PATAGONIA,CHUBUT,9,0.1
1855,2013,TUNAHI,EL TUNAL,TUNAHI,HIDRO <=50MW,NOROESTE,SALTA,9,5.1
1856,2013,ULLUHI,ULLUM,ULLUHI,HIDRO <=50MW,CUYO,SAN JUAN,9,10.3
1857,2013,AESP,AES PARANA,AESPCC01,BIODIESEL,LITORAL,BUENOS AIRES,10,0.0
1858,2013,AESP,AES PARANA,AESPCC02,BIODIESEL,LITORAL,BUENOS AIRES,10,0.0
1859,2013,AMEGHI,F. AMEGHINO,AMEGHI,HIDRO <=50MW,PATAGONIA,CHUBUT,10,10.0
1860,2013,ARAUEO,ARAUCO EOLICO,ARAUEO,EOLICO,NOROESTE,LA RIOJA,10,7.6
1861,2013,CACVHI,C.H.CACHEUTA VI,CACVHI,HIDRO <=50MW,CUYO,MENDOZA,10,0.0
1862,2013,CADIHI,CADILLAL,CADIHI,HIDRO <=50MW,NOROESTE,TUCUMAN,10,2.5
1863,2013,CALEHI,LA CALERA,CALEHI,HIDRO <=50MW,CENTRO,CORDOBA,10,0.7
1864,2013,CARRHI,CH CARRIZAL,CARRHI,HIDRO <=50MW,CUYO,MENDOZA,10,7.1
1865,2013,CASSHI,CASSAFOUSTH,CASSHI,HIDRO <=50MW,CENTRO,CORDOBA,10,2.5
1866,2013,CEJEHI,CRUZ DEL EJE,CEJEHI,HIDRO <=50MW,CENTRO,CORDOBA,10,0.0
1867,2013,CESPHI,CESPEDES,CESPHI,HIDRO <=50MW,COMAHUE,RIO NEGRO,10,2.1
1868,2013,CHI1FV,CHIMBE 1 FOTOVO,CHI1FV,SOLAR,CUYO,SAN JUAN,10,0.4
1869,2013,CIPOHI,CIPOLLETTI,CIPOHI,HIDRO <=50MW,COMAHUE,RIO NEGRO,10,3.7
1870,2013,COROHI,CH LS CORONELES,COROHI,HIDRO <=50MW,CUYO,MENDOZA,10,2.5
1871,2013,CVIEHI,CTA. DEL VIENTO,CVIEHI,HIDRO <=50MW,CUYO,SAN JUAN,10,2.4
1873,2013,DIADEO,DIADEMA EOLICO,DIADEO,EOLICO,PATAGONIA,CHUBUT,10,2.3
1874,2013,DSUD,DOCK SUD,DSUDCC09,BIODIESEL,GRAN BS.AS.,BUENOS AIRES,10,0.0
1875,2013,DSUD,DOCK SUD,DSUDCC10,BIODIESEL,GRAN BS.AS.,BUENOS AIRES,10,0.0
1876,2013,ESCAHI,ESCABA,ESCAHI,HIDRO <=50MW,NOROESTE,TUCUMAN,10,4.9
1877,2013,ETIGHI,EL TIGRE,ETIGHI,HIDRO <=50MW,CUYO,MENDOZA,10,3.9
1878,2013,FSIMHI,FITZ SIMON,FSIMHI,HIDRO <=50MW,CENTRO,CORDOBA,10,2.5
1879,2013,HON1FV,C.HOND 1 FOTOVO,HON1FV,SOLAR,CUYO,SAN JUAN,10,0.4
1880,2013,HON2FV,C.HOND 2 FOTOVO,HON2FV,SOLAR,CUYO,SAN JUAN,10,0.6
1881,2013,HON3FV,C.HOND 3 FOTOVO,HON3FV,SOLAR,CUYO,SAN JUAN,10,0.0
1882,2013,ISBA,ING.STA.BARBARA,ISBATV01,BIOMASA,NOROESTE,TUCUMAN,10,1.0
1883,2013,LDCU,LUJAN DE CUYO,LDCUCC21,BIODIESEL,CUYO,MENDOZA,10,0.0
1884,2013,LDCU,LUJAN DE CUYO,LDCUCC22,BIODIESEL,CUYO,MENDOZA,10,0.0
1885,2013,LDCUHI,PAH L.D.CUYO,LDCUHI,HIDRO <=50MW,CUYO,MENDOZA,10,0.5
1886,2013,LMADHI,LAS MADERAS,LMADHI,HIDRO <=50MW,NOROESTE,JUJUY,10,7.2
1887,2013,LMO2HI,LOS MOLINOS 2,LMO2HI,HIDRO <=50MW,CENTRO,CORDOBA,10,1.4
1888,2013,LOM4EO,L.BLANC 4 ENARS,LOM4EO,EOLICO,PATAGONIA,CHUBUT,10,15.0
1889,2013,LQUIHI,LOS QUIROGA,LQUIHI,HIDRO <=50MW,NOROESTE,SANTIAGO DEL ESTERO,10,0.9
1890,2013,LVINHI,LA VINIA,LVINHI,HIDRO <=50MW,CENTRO,CORDOBA,10,3.0
1891,2013,NECOEO,NECOCHEA EOLICO,NECOEO,EOLICO,BUENOS AIRES,BUENOS AIRES,10,0.0
1892,2013,NIDE,NIDEA JUNIN,NIDETV,BIOMASA,BUENOS AIRES,BUENOS AIRES,10,0.0
1893,2013,NIH4HI,NIHUIL 4,NIH4HI,HIDRO <=50MW,CUYO,MENDOZA,10,8.2
1894,2013,NPUE,NUEVO PUERTO,CEPUCC11,BIODIESEL,GRAN BS.AS.,BUENOS AIRES,10,0.0
1895,2013,NPUE,NUEVO PUERTO,CEPUCC12,BIODIESEL,GRAN BS.AS.,BUENOS AIRES,10,0.0
1896,2013,PMORHI,PIEDRAS MORAS,PMORHI,HIDRO <=50MW,CENTRO,CORDOBA,10,1.5
1897,2013,PNUE,PUERTO NUEVO,PNUETV07,BIODIESEL,GRAN BS.AS.,BUENOS AIRES,10,0.0
1898,2013,PNUE,PUERTO NUEVO,PNUETV09,BIODIESEL,GRAN BS.AS.,BUENOS AIRES,10,0.0
1899,2013,PUPI,A.P. PTO PIRAY,PUPITV01,BIOMASA,NORESTE,MISIONES,10,6.7
1900,2013,PVIEHI,PUEBLO VIEJO,PVIEHI,HIDRO <=50MW,NOROESTE,TUCUMAN,10,1.6
1901,2013,QULLHI,QUEBRADA ULLUM,QULLHI,HIDRO <=50MW,CUYO,SAN JUAN,10,3.1
1902,2013,RAW1EO,RAWSONI  ENARSA,RAW1EO,EOLICO,PATAGONIA,CHUBUT,10,14.6
1903,2013,RAW2EO,RAWSONII ENARSA,RAW2EO,EOLICO,PATAGONIA,CHUBUT,10,8.9
1904,2013,REOLHI,BENJAMIN REOLIN,REOLHI,HIDRO <=50MW,CENTRO,CORDOBA,10,1.9
1905,2013,RHONHI,RIO HONDO,RHONHI,HIDRO <=50MW,NOROESTE,SANTIAGO DEL ESTERO,10,6.5
1906,2013,ROMEHI,JULIAN ROMERO,ROMEHI,HIDRO <=50MW,COMAHUE,RIO NEGRO,10,3.8
1907,2013,RREYHI,RIO REYES,RREYHI,HIDRO <=50MW,NOROESTE,JUJUY,10,1.4
1908,2013,SALOHI,SALTO D LA LOMA,SALOHI,HIDRO <=50MW,CUYO,SAN JUAN,10,0.2
1909,2013,SANDHI,SALTO ANDERSEN,SANDHI,HIDRO <=50MW,COMAHUE,RIO NEGRO,10,2.4
1910,2013,SARC,SARMIENTO SJ,SARCTG21,BIODIESEL,CUYO,SAN JUAN,10,0.0
1911,2013,SARC,SARMIENTO SJ,SARCTG22,BIODIESEL,CUYO,SAN JUAN,10,0.0
1912,2013,SARC,SARMIENTO SJ,SARCTG23,BIODIESEL,CUYO,SAN JUAN,10,0.0
1913,2013,SEMIHI,SEMINO,SEMINO,HIDRO <=50MW,LITORAL,SANTA FE,10,0.0
1914,2013,SGUIHI,MCH S.GUILLERMO,SGUIHI,HIDRO <=50MW,CUYO,SAN JUAN,10,0.0
1915,2013,SJUAFV,S.JUAN I FOTOVO,SJUAFV,SOLAR,CUYO,SAN JUAN,10,0.2
1916,2013,SMAN,S.MARTIN NORTE,SMANDI01,BIOGAS,GRAN BS.AS.,BUENOS AIRES,10,2.8
1917,2013,SMARHI,CH SAN MARTIN,SMARHI,HIDRO <=50MW,CUYO,MENDOZA,10,2.2
1918,2013,SMIG,S.MIGUEL Norte,SMIGDI01,BIOGAS,GRAN BS.AS.,BUENOS AIRES,10,6.4
1919,2013,SNIC,SAN NICOLAS,SNICTG01,BIODIESEL,LITORAL,BUENOS AIRES,10,0.0
1920,2013,SROQHI,SAN ROQUE,SROQHI,HIDRO <=50MW,CENTRO,CORDOBA,10,4.2
1921,2013,TABA,SMARTIN TABACAL,TABATV01,BIOMASA,NOROESTE,SALTA,10,7.3
1922,2013,TIMB,CT TIMBUES (GSMA),TIMBCC02,BIODIESEL,LITORAL,SANTA FE,10,0.0
1923,2013,TORDEO,EL TORDILLO,TORDEO,EOLICO,PATAGONIA,CHUBUT,10,0.3
1924,2013,TUNAHI,EL TUNAL,TUNAHI,HIDRO <=50MW,NOROESTE,SALTA,10,5.1
1925,2013,ULLUHI,ULLUM,ULLUHI,HIDRO <=50MW,CUYO,SAN JUAN,10,22.7
1926,2013,AESP,AES PARANA,AESPCC01,BIODIESEL,LITORAL,BUENOS AIRES,11,0.0
1927,2013,AESP,AES PARANA,AESPCC02,BIODIESEL,LITORAL,BUENOS AIRES,11,0.0
1928,2013,AMEGHI,F. AMEGHINO,AMEGHI,HIDRO <=50MW,PATAGONIA,CHUBUT,11,12.9
1929,2013,ARAUEO,ARAUCO EOLICO,ARAUEO,EOLICO,NOROESTE,LA RIOJA,11,7.4
1930,2013,CACVHI,C.H.CACHEUTA VI,CACVHI,HIDRO <=50MW,CUYO,MENDOZA,11,0.0
1931,2013,CADIHI,CADILLAL,CADIHI,HIDRO <=50MW,NOROESTE,TUCUMAN,11,3.3
1932,2013,CALEHI,LA CALERA,CALEHI,HIDRO <=50MW,CENTRO,CORDOBA,11,0.0
1933,2013,CARRHI,CH CARRIZAL,CARRHI,HIDRO <=50MW,CUYO,MENDOZA,11,5.6
1934,2013,CASSHI,CASSAFOUSTH,CASSHI,HIDRO <=50MW,CENTRO,CORDOBA,11,1.9
1935,2013,CEJEHI,CRUZ DEL EJE,CEJEHI,HIDRO <=50MW,CENTRO,CORDOBA,11,0.0
1936,2013,CESPHI,CESPEDES,CESPHI,HIDRO <=50MW,COMAHUE,RIO NEGRO,11,2.0
1937,2013,CHI1FV,CHIMBE 1 FOTOVO,CHI1FV,SOLAR,CUYO,SAN JUAN,11,0.3
1938,2013,CIPOHI,CIPOLLETTI,CIPOHI,HIDRO <=50MW,COMAHUE,RIO NEGRO,11,3.5
1939,2013,COROHI,CH LS CORONELES,COROHI,HIDRO <=50MW,CUYO,MENDOZA,11,2.5
1940,2013,CVIEHI,CTA. DEL VIENTO,CVIEHI,HIDRO <=50MW,CUYO,SAN JUAN,11,2.6
1942,2013,DIADEO,DIADEMA EOLICO,DIADEO,EOLICO,PATAGONIA,CHUBUT,11,2.2
1943,2013,DSUD,DOCK SUD,DSUDCC09,BIODIESEL,GRAN BS.AS.,BUENOS AIRES,11,0.0
1944,2013,DSUD,DOCK SUD,DSUDCC10,BIODIESEL,GRAN BS.AS.,BUENOS AIRES,11,0.0
1945,2013,ESCAHI,ESCABA,ESCAHI,HIDRO <=50MW,NOROESTE,TUCUMAN,11,4.7
1946,2013,ETIGHI,EL TIGRE,ETIGHI,HIDRO <=50MW,CUYO,MENDOZA,11,3.6
1947,2013,FSIMHI,FITZ SIMON,FSIMHI,HIDRO <=50MW,CENTRO,CORDOBA,11,1.8
1948,2013,HON1FV,C.HOND 1 FOTOVO,HON1FV,SOLAR,CUYO,SAN JUAN,11,0.4
1949,2013,HON2FV,C.HOND 2 FOTOVO,HON2FV,SOLAR,CUYO,SAN JUAN,11,0.6
1950,2013,HON3FV,C.HOND 3 FOTOVO,HON3FV,SOLAR,CUYO,SAN JUAN,11,0.0
1951,2013,ISBA,ING.STA.BARBARA,ISBATV01,BIOMASA,NOROESTE,TUCUMAN,11,0.0
1952,2013,LDCU,LUJAN DE CUYO,LDCUCC21,BIODIESEL,CUYO,MENDOZA,11,0.0
1953,2013,LDCU,LUJAN DE CUYO,LDCUCC22,BIODIESEL,CUYO,MENDOZA,11,0.0
1954,2013,LDCUHI,PAH L.D.CUYO,LDCUHI,HIDRO <=50MW,CUYO,MENDOZA,11,0.7
1955,2013,LMADHI,LAS MADERAS,LMADHI,HIDRO <=50MW,NOROESTE,JUJUY,11,8.6
1956,2013,LMO2HI,LOS MOLINOS 2,LMO2HI,HIDRO <=50MW,CENTRO,CORDOBA,11,1.5
1957,2013,LOM4EO,L.BLANC 4 ENARS,LOM4EO,EOLICO,PATAGONIA,CHUBUT,11,14.0
1958,2013,LQUIHI,LOS QUIROGA,LQUIHI,HIDRO <=50MW,NOROESTE,SANTIAGO DEL ESTERO,11,0.2
1959,2013,LVINHI,LA VINIA,LVINHI,HIDRO <=50MW,CENTRO,CORDOBA,11,2.0
1960,2013,NECOEO,NECOCHEA EOLICO,NECOEO,EOLICO,BUENOS AIRES,BUENOS AIRES,11,0.0
1961,2013,NIDE,NIDEA JUNIN,NIDETV,BIOMASA,BUENOS AIRES,BUENOS AIRES,11,0.0
1962,2013,NIH4HI,NIHUIL 4,NIH4HI,HIDRO <=50MW,CUYO,MENDOZA,11,11.6
1963,2013,NPUE,NUEVO PUERTO,CEPUCC11,BIODIESEL,GRAN BS.AS.,BUENOS AIRES,11,0.0
1964,2013,NPUE,NUEVO PUERTO,CEPUCC12,BIODIESEL,GRAN BS.AS.,BUENOS AIRES,11,0.0
1965,2013,PMORHI,PIEDRAS MORAS,PMORHI,HIDRO <=50MW,CENTRO,CORDOBA,11,1.2
1966,2013,PNUE,PUERTO NUEVO,PNUETV07,BIODIESEL,GRAN BS.AS.,BUENOS AIRES,11,0.0
1967,2013,PNUE,PUERTO NUEVO,PNUETV09,BIODIESEL,GRAN BS.AS.,BUENOS AIRES,11,0.0
1968,2013,PUPI,A.P. PTO PIRAY,PUPITV01,BIOMASA,NORESTE,MISIONES,11,5.1
1969,2013,PVIEHI,PUEBLO VIEJO,PVIEHI,HIDRO <=50MW,NOROESTE,TUCUMAN,11,2.0
1970,2013,QULLHI,QUEBRADA ULLUM,QULLHI,HIDRO <=50MW,CUYO,SAN JUAN,11,8.7
1971,2013,RAW1EO,RAWSONI  ENARSA,RAW1EO,EOLICO,PATAGONIA,CHUBUT,11,14.0
1972,2013,RAW2EO,RAWSONII ENARSA,RAW2EO,EOLICO,PATAGONIA,CHUBUT,11,7.9
1973,2013,REOLHI,BENJAMIN REOLIN,REOLHI,HIDRO <=50MW,CENTRO,CORDOBA,11,1.3
1974,2013,RHONHI,RIO HONDO,RHONHI,HIDRO <=50MW,NOROESTE,SANTIAGO DEL ESTERO,11,2.4
1975,2013,ROMEHI,JULIAN ROMERO,ROMEHI,HIDRO <=50MW,COMAHUE,RIO NEGRO,11,3.5
1976,2013,RREYHI,RIO REYES,RREYHI,HIDRO <=50MW,NOROESTE,JUJUY,11,1.3
1977,2013,SALOHI,SALTO D LA LOMA,SALOHI,HIDRO <=50MW,CUYO,SAN JUAN,11,0.2
1978,2013,SANDHI,SALTO ANDERSEN,SANDHI,HIDRO <=50MW,COMAHUE,RIO NEGRO,11,2.9
1979,2013,SARC,SARMIENTO SJ,SARCTG21,BIODIESEL,CUYO,SAN JUAN,11,0.0
1980,2013,SARC,SARMIENTO SJ,SARCTG22,BIODIESEL,CUYO,SAN JUAN,11,0.0
1981,2013,SARC,SARMIENTO SJ,SARCTG23,BIODIESEL,CUYO,SAN JUAN,11,0.0
1982,2013,SEMIHI,SEMINO,SEMINO,HIDRO <=50MW,LITORAL,SANTA FE,11,0.0
1983,2013,SGUIHI,MCH S.GUILLERMO,SGUIHI,HIDRO <=50MW,CUYO,SAN JUAN,11,0.0
1984,2013,SJUAFV,S.JUAN I FOTOVO,SJUAFV,SOLAR,CUYO,SAN JUAN,11,0.2
1985,2013,SMAN,S.MARTIN NORTE,SMANDI01,BIOGAS,GRAN BS.AS.,BUENOS AIRES,11,2.8
1986,2013,SMARHI,CH SAN MARTIN,SMARHI,HIDRO <=50MW,CUYO,MENDOZA,11,2.1
1987,2013,SMIG,S.MIGUEL Norte,SMIGDI01,BIOGAS,GRAN BS.AS.,BUENOS AIRES,11,6.8
1988,2013,SNIC,SAN NICOLAS,SNICTG01,BIODIESEL,LITORAL,BUENOS AIRES,11,0.0
1989,2013,SROQHI,SAN ROQUE,SROQHI,HIDRO <=50MW,CENTRO,CORDOBA,11,4.3
1990,2013,TABA,SMARTIN TABACAL,TABATV01,BIOMASA,NOROESTE,SALTA,11,4.1
1991,2013,TIMB,CT TIMBUES (GSMA),TIMBCC02,BIODIESEL,LITORAL,SANTA FE,11,0.0
1992,2013,TORDEO,EL TORDILLO,TORDEO,EOLICO,PATAGONIA,CHUBUT,11,0.4
1993,2013,TUNAHI,EL TUNAL,TUNAHI,HIDRO <=50MW,NOROESTE,SALTA,11,4.0
1994,2013,ULLUHI,ULLUM,ULLUHI,HIDRO <=50MW,CUYO,SAN JUAN,11,26.0
1995,2013,AESP,AES PARANA,AESPCC01,BIODIESEL,LITORAL,BUENOS AIRES,12,0.0
1996,2013,AESP,AES PARANA,AESPCC02,BIODIESEL,LITORAL,BUENOS AIRES,12,0.0
1997,2013,AMEGHI,F. AMEGHINO,AMEGHI,HIDRO <=50MW,PATAGONIA,CHUBUT,12,16.2
1998,2013,ARAUEO,ARAUCO EOLICO,ARAUEO,EOLICO,NOROESTE,LA RIOJA,12,6.3
1999,2013,CACVHI,C.H.CACHEUTA VI,CACVHI,HIDRO <=50MW,CUYO,MENDOZA,12,0.0
2000,2013,CADIHI,CADILLAL,CADIHI,HIDRO <=50MW,NOROESTE,TUCUMAN,12,2.6
2001,2013,CALEHI,LA CALERA,CALEHI,HIDRO <=50MW,CENTRO,CORDOBA,12,0.4
2002,2013,CARRHI,CH CARRIZAL,CARRHI,HIDRO <=50MW,CUYO,MENDOZA,12,6.9
2003,2013,CASSHI,CASSAFOUSTH,CASSHI,HIDRO <=50MW,CENTRO,CORDOBA,12,3.3
2004,2013,CEJEHI,CRUZ DEL EJE,CEJEHI,HIDRO <=50MW,CENTRO,CORDOBA,12,0.1
2005,2013,CESPHI,CESPEDES,CESPHI,HIDRO <=50MW,COMAHUE,RIO NEGRO,12,2.1
2006,2013,CHI1FV,CHIMBE 1 FOTOVO,CHI1FV,SOLAR,CUYO,SAN JUAN,12,0.4
2007,2013,CIPOHI,CIPOLLETTI,CIPOHI,HIDRO <=50MW,COMAHUE,RIO NEGRO,12,3.5
2008,2013,COROHI,CH LS CORONELES,COROHI,HIDRO <=50MW,CUYO,MENDOZA,12,3.4
2009,2013,CVIEHI,CTA. DEL VIENTO,CVIEHI,HIDRO <=50MW,CUYO,SAN JUAN,12,2.1
2011,2013,DIADEO,DIADEMA EOLICO,DIADEO,EOLICO,PATAGONIA,CHUBUT,12,2.7
2012,2013,DSUD,DOCK SUD,DSUDCC09,BIODIESEL,GRAN BS.AS.,BUENOS AIRES,12,0.0
2013,2013,DSUD,DOCK SUD,DSUDCC10,BIODIESEL,GRAN BS.AS.,BUENOS AIRES,12,0.0
2014,2013,ESCAHI,ESCABA,ESCAHI,HIDRO <=50MW,NOROESTE,TUCUMAN,12,2.9
2015,2013,ETIGHI,EL TIGRE,ETIGHI,HIDRO <=50MW,CUYO,MENDOZA,12,5.6
2016,2013,FSIMHI,FITZ SIMON,FSIMHI,HIDRO <=50MW,CENTRO,CORDOBA,12,3.0
2017,2013,HON1FV,C.HOND 1 FOTOVO,HON1FV,SOLAR,CUYO,SAN JUAN,12,0.4
2018,2013,HON2FV,C.HOND 2 FOTOVO,HON2FV,SOLAR,CUYO,SAN JUAN,12,0.6
2019,2013,HON3FV,C.HOND 3 FOTOVO,HON3FV,SOLAR,CUYO,SAN JUAN,12,0.0
2020,2013,ISBA,ING.STA.BARBARA,ISBATV01,BIOMASA,NOROESTE,TUCUMAN,12,0.0
2021,2013,LDCU,LUJAN DE CUYO,LDCUCC21,BIODIESEL,CUYO,MENDOZA,12,0.0
2022,2013,LDCU,LUJAN DE CUYO,LDCUCC22,BIODIESEL,CUYO,MENDOZA,12,0.0
2023,2013,LDCUHI,PAH L.D.CUYO,LDCUHI,HIDRO <=50MW,CUYO,MENDOZA,12,0.6
2024,2013,LMADHI,LAS MADERAS,LMADHI,HIDRO <=50MW,NOROESTE,JUJUY,12,5.3
2025,2013,LMO2HI,LOS MOLINOS 2,LMO2HI,HIDRO <=50MW,CENTRO,CORDOBA,12,1.3
2026,2013,LOM4EO,L.BLANC 4 ENARS,LOM4EO,EOLICO,PATAGONIA,CHUBUT,12,15.7
2027,2013,LQUIHI,LOS QUIROGA,LQUIHI,HIDRO <=50MW,NOROESTE,SANTIAGO DEL ESTERO,12,0.1
2028,2013,LVINHI,LA VINIA,LVINHI,HIDRO <=50MW,CENTRO,CORDOBA,12,3.4
2029,2013,NECOEO,NECOCHEA EOLICO,NECOEO,EOLICO,BUENOS AIRES,BUENOS AIRES,12,0.0
2030,2013,NIDE,NIDEA JUNIN,NIDETV,BIOMASA,BUENOS AIRES,BUENOS AIRES,12,0.0
2031,2013,NIH4HI,NIHUIL 4,NIH4HI,HIDRO <=50MW,CUYO,MENDOZA,12,13.2
2032,2013,NPUE,NUEVO PUERTO,CEPUCC11,BIODIESEL,GRAN BS.AS.,BUENOS AIRES,12,0.0
2033,2013,NPUE,NUEVO PUERTO,CEPUCC12,BIODIESEL,GRAN BS.AS.,BUENOS AIRES,12,0.0
2034,2013,PMORHI,PIEDRAS MORAS,PMORHI,HIDRO <=50MW,CENTRO,CORDOBA,12,1.8
2035,2013,PNUE,PUERTO NUEVO,PNUETV07,BIODIESEL,GRAN BS.AS.,BUENOS AIRES,12,0.0
2036,2013,PNUE,PUERTO NUEVO,PNUETV09,BIODIESEL,GRAN BS.AS.,BUENOS AIRES,12,0.0
2037,2013,PUPI,A.P. PTO PIRAY,PUPITV01,BIOMASA,NORESTE,MISIONES,12,5.9
2038,2013,PVIEHI,PUEBLO VIEJO,PVIEHI,HIDRO <=50MW,NOROESTE,TUCUMAN,12,4.3
2039,2013,QULLHI,QUEBRADA ULLUM,QULLHI,HIDRO <=50MW,CUYO,SAN JUAN,12,10.2
2040,2013,RAW1EO,RAWSONI  ENARSA,RAW1EO,EOLICO,PATAGONIA,CHUBUT,12,17.2
2041,2013,RAW2EO,RAWSONII ENARSA,RAW2EO,EOLICO,PATAGONIA,CHUBUT,12,10.6
2042,2013,REOLHI,BENJAMIN REOLIN,REOLHI,HIDRO <=50MW,CENTRO,CORDOBA,12,2.6
2043,2013,RHONHI,RIO HONDO,RHONHI,HIDRO <=50MW,NOROESTE,SANTIAGO DEL ESTERO,12,2.4
2044,2013,ROMEHI,JULIAN ROMERO,ROMEHI,HIDRO <=50MW,COMAHUE,RIO NEGRO,12,3.3
2045,2013,RREYHI,RIO REYES,RREYHI,HIDRO <=50MW,NOROESTE,JUJUY,12,2.1
2046,2013,SALOHI,SALTO D LA LOMA,SALOHI,HIDRO <=50MW,CUYO,SAN JUAN,12,0.2
2047,2013,SANDHI,SALTO ANDERSEN,SANDHI,HIDRO <=50MW,COMAHUE,RIO NEGRO,12,4.1
2048,2013,SARC,SARMIENTO SJ,SARCTG21,BIODIESEL,CUYO,SAN JUAN,12,0.0
2049,2013,SARC,SARMIENTO SJ,SARCTG22,BIODIESEL,CUYO,SAN JUAN,12,0.0
2050,2013,SARC,SARMIENTO SJ,SARCTG23,BIODIESEL,CUYO,SAN JUAN,12,0.0
2051,2013,SEMIHI,SEMINO,SEMINO,HIDRO <=50MW,LITORAL,SANTA FE,12,0.0
2052,2013,SGUIHI,MCH S.GUILLERMO,SGUIHI,HIDRO <=50MW,CUYO,SAN JUAN,12,0.0
2053,2013,SJUAFV,S.JUAN I FOTOVO,SJUAFV,SOLAR,CUYO,SAN JUAN,12,0.3
2054,2013,SMAN,S.MARTIN NORTE,SMANDI01,BIOGAS,GRAN BS.AS.,BUENOS AIRES,12,2.5
2055,2013,SMARHI,CH SAN MARTIN,SMARHI,HIDRO <=50MW,CUYO,MENDOZA,12,2.3
2056,2013,SMIG,S.MIGUEL Norte,SMIGDI01,BIOGAS,GRAN BS.AS.,BUENOS AIRES,12,6.8
2057,2013,SNIC,SAN NICOLAS,SNICTG01,BIODIESEL,LITORAL,BUENOS AIRES,12,0.0
2058,2013,SROQHI,SAN ROQUE,SROQHI,HIDRO <=50MW,CENTRO,CORDOBA,12,4.5
2059,2013,TABA,SMARTIN TABACAL,TABATV01,BIOMASA,NOROESTE,SALTA,12,0.0
2060,2013,TIMB,CT TIMBUES (GSMA),TIMBCC02,BIODIESEL,LITORAL,SANTA FE,12,0.0
2061,2013,TORDEO,EL TORDILLO,TORDEO,EOLICO,PATAGONIA,CHUBUT,12,0.6
2062,2013,TUNAHI,EL TUNAL,TUNAHI,HIDRO <=50MW,NOROESTE,SALTA,12,3.1
2063,2013,ULLUHI,ULLUM,ULLUHI,HIDRO <=50MW,CUYO,SAN JUAN,12,25.7
2064,2014,AESP,AES PARANA,AESPCC01,BIODIESEL,LITORAL,BUENOS AIRES,1,0.0
2065,2014,AESP,AES PARANA,AESPCC02,BIODIESEL,LITORAL,BUENOS AIRES,1,0.0
2066,2014,AMEGHI,F. AMEGHINO,AMEGHI,HIDRO <=50MW,PATAGONIA,CHUBUT,1,15.9
2067,2014,ARAUEO,ARAUCO EOLICO,ARAUEO,EOLICO,NOROESTE,LA RIOJA,1,3.4
2068,2014,CACVHI,C.H.CACHEUTA VI,CACVHI,HIDRO <=50MW,CUYO,MENDOZA,1,0.0
2069,2014,CADIHI,CADILLAL,CADIHI,HIDRO <=50MW,NOROESTE,TUCUMAN,1,1.5
2070,2014,CALEHI,LA CALERA,CALEHI,HIDRO <=50MW,CENTRO,CORDOBA,1,0.4
2071,2014,CARRHI,CH CARRIZAL,CARRHI,HIDRO <=50MW,CUYO,MENDOZA,1,11.9
2072,2014,CASSHI,CASSAFOUSTH,CASSHI,HIDRO <=50MW,CENTRO,CORDOBA,1,3.9
2073,2014,CEJEHI,CRUZ DEL EJE,CEJEHI,HIDRO <=50MW,CENTRO,CORDOBA,1,0.1
2074,2014,CESPHI,CESPEDES,CESPHI,HIDRO <=50MW,COMAHUE,RIO NEGRO,1,2.1
2075,2014,CHI1FV,CHIMBE 1 FOTOVO,CHI1FV,SOLAR,CUYO,SAN JUAN,1,0.4
2076,2014,CIPOHI,CIPOLLETTI,CIPOHI,HIDRO <=50MW,COMAHUE,RIO NEGRO,1,3.3
2077,2014,COROHI,CH LS CORONELES,COROHI,HIDRO <=50MW,CUYO,MENDOZA,1,3.3
2078,2014,CVIEHI,CTA. DEL VIENTO,CVIEHI,HIDRO <=50MW,CUYO,SAN JUAN,1,2.7
2080,2014,DIADEO,DIADEMA EOLICO,DIADEO,EOLICO,PATAGONIA,CHUBUT,1,3.0
2081,2014,DSUD,DOCK SUD,DSUDCC09,BIODIESEL,GRAN BS.AS.,BUENOS AIRES,1,0.0
2082,2014,DSUD,DOCK SUD,DSUDCC10,BIODIESEL,GRAN BS.AS.,BUENOS AIRES,1,0.0
2083,2014,ESCAHI,ESCABA,ESCAHI,HIDRO <=50MW,NOROESTE,TUCUMAN,1,0.6
2084,2014,ETIGHI,EL TIGRE,ETIGHI,HIDRO <=50MW,CUYO,MENDOZA,1,5.2
2085,2014,FSIMHI,FITZ SIMON,FSIMHI,HIDRO <=50MW,CENTRO,CORDOBA,1,2.4
